sampno,perno,dayno,appdate,apptrips,app_activity_begin,app_activity_end,location_activity,acceleration_activity,removed_places,home_start,home_end
20000228,1,2,2017-10-02,6,0,0,1,1,4,0,1
20000228,1,3,2017-10-03,3,0,0,1,1,5,1,1
20000228,1,4,2017-10-04,0,0,0,-9,-9,0,1,1
20000228,1,5,2017-10-05,0,0,0,-9,1,1,1,1
20000228,1,6,2017-10-06,0,0,0,-9,1,0,1,1
20000228,1,7,2017-10-07,-9,-9,-9,-9,-9,-9,-9,-9
20000300,1,2,2017-09-14,2,0,0,1,1,0,0,0
20000300,1,3,2017-09-15,7,0,0,1,1,1,0,0
20000300,1,4,2017-09-16,6,0,0,1,1,1,0,0
20000300,1,5,2017-09-17,3,0,0,1,1,5,0,1
20000300,1,6,2017-09-18,6,0,0,1,1,1,0,0
20000300,1,7,2017-09-19,4,0,0,1,1,1,0,0
20000752,1,2,2017-09-23,6,0,0,1,1,0,1,1
20000752,1,3,2017-09-24,-9,-9,-9,-9,-9,-9,-9,-9
20000752,1,4,2017-09-25,-9,-9,-9,-9,-9,-9,-9,-9
20000752,1,5,2017-09-26,-9,-9,-9,-9,-9,-9,-9,-9
20000752,1,6,2017-09-27,-9,-9,-9,-9,-9,-9,-9,-9
20000752,1,7,2017-09-28,-9,-9,-9,-9,-9,-9,-9,-9
20000752,2,2,2017-09-23,4,1,0,1,1,1,1,1
20000752,2,3,2017-09-24,-9,-9,-9,-9,-9,-9,-9,-9
20000752,2,4,2017-09-25,-9,-9,-9,-9,-9,-9,-9,-9
20000752,2,5,2017-09-26,-9,-9,-9,-9,-9,-9,-9,-9
20000752,2,6,2017-09-27,-9,-9,-9,-9,-9,-9,-9,-9
20000752,2,7,2017-09-28,-9,-9,-9,-9,-9,-9,-9,-9
20000752,3,2,2017-09-23,5,1,0,1,1,3,1,1
20000752,3,3,2017-09-24,2,0,1,1,1,1,1,1
20000752,3,4,2017-09-25,-9,-9,-9,-9,-9,-9,-9,-9
20000752,3,5,2017-09-26,-9,-9,-9,-9,-9,-9,-9,-9
20000752,3,6,2017-09-27,-9,-9,-9,-9,-9,-9,-9,-9
20000752,3,7,2017-09-28,-9,-9,-9,-9,-9,-9,-9,-9
20001025,2,2,2017-09-19,2,0,1,1,1,0,1,0
20001025,2,3,2017-09-20,-9,-9,-9,-9,-9,-9,-9,-9
20001025,2,4,2017-09-21,-9,-9,-9,-9,-9,-9,-9,-9
20001025,2,5,2017-09-22,-9,-9,-9,-9,-9,-9,-9,-9
20001025,2,6,2017-09-23,-9,-9,-9,-9,-9,-9,-9,-9
20001025,2,7,2017-09-24,-9,-9,-9,-9,-9,-9,-9,-9
20001882,1,2,2017-09-21,2,0,0,1,1,0,1,1
20001882,1,3,2017-09-22,6,0,0,1,1,4,1,1
20001882,1,4,2017-09-23,-9,-9,-9,-9,-9,-9,-9,-9
20001882,1,5,2017-09-24,-9,-9,-9,-9,-9,-9,-9,-9
20001882,1,6,2017-09-25,-9,-9,-9,-9,-9,-9,-9,-9
20001882,1,7,2017-09-26,-9,-9,-9,-9,-9,-9,-9,-9
20001889,1,2,2017-10-23,2,0,0,1,1,0,0,0
20001889,1,3,2017-10-24,2,0,0,1,1,0,0,0
20001889,1,4,2017-10-25,0,0,0,-9,-9,0,0,0
20001889,1,5,2017-10-26,2,0,0,1,1,0,0,1
20001889,1,6,2017-10-27,0,0,0,-9,-9,0,1,1
20001889,1,7,2017-10-28,0,0,0,-9,-9,0,1,1
20002935,1,2,2017-10-04,0,0,0,-9,1,1,1,1
20002935,1,3,2017-10-05,2,0,0,1,1,2,1,1
20002935,1,4,2017-10-06,3,0,1,1,1,0,1,0
20002935,1,5,2017-10-07,-9,-9,-9,-9,-9,-9,-9,-9
20002935,1,6,2017-10-08,-9,-9,-9,-9,-9,-9,-9,-9
20002935,1,7,2017-10-09,-9,-9,-9,-9,-9,-9,-9,-9
20002935,2,2,2017-10-04,2,0,0,1,1,0,1,0
20002935,2,3,2017-10-05,0,0,0,-9,-9,0,0,0
20002935,2,4,2017-10-06,2,0,0,-9,1,0,0,1
20002935,2,5,2017-10-07,6,0,0,1,1,0,1,0
20002935,2,6,2017-10-08,2,0,0,1,1,1,0,1
20002935,2,7,2017-10-09,8,0,0,1,1,1,1,1
20002935,3,2,2017-10-04,2,0,0,1,1,0,1,1
20002935,3,3,2017-10-05,2,0,0,1,1,1,1,1
20002935,3,4,2017-10-06,4,0,0,1,1,1,0,1
20002935,3,5,2017-10-07,4,0,0,1,1,1,1,1
20002935,3,6,2017-10-08,13,0,0,1,1,0,1,1
20002935,3,7,2017-10-09,4,0,0,1,1,0,1,1
20003623,1,2,2017-09-26,2,0,0,1,1,1,1,1
20003623,1,3,2017-09-27,2,0,0,1,1,0,1,1
20003623,1,4,2017-09-28,2,0,0,1,1,1,1,1
20003623,1,5,2017-09-29,0,0,0,1,1,0,1,1
20003623,1,6,2017-09-30,0,0,0,-9,1,0,1,1
20003623,1,7,2017-10-01,-9,-9,-9,-9,-9,-9,-9,-9
20003738,1,2,2017-09-26,6,0,0,-9,-9,0,0,1
20003738,1,3,2017-09-27,9,0,0,1,1,0,1,1
20003738,1,4,2017-09-28,7,0,0,1,1,0,1,1
20003738,1,5,2017-09-29,1,0,0,1,1,0,1,0
20003738,1,6,2017-09-30,0,0,0,-9,-9,0,0,0
20003738,1,7,2017-10-01,6,0,0,1,1,3,0,1
20003738,2,2,2017-09-26,4,0,0,1,1,0,1,1
20003738,2,3,2017-09-27,5,0,0,1,1,1,1,1
20003738,2,4,2017-09-28,3,0,0,1,1,0,1,1
20003738,2,5,2017-09-29,12,0,0,1,1,5,1,1
20003738,2,6,2017-09-30,4,0,0,1,1,2,1,1
20003738,2,7,2017-10-01,6,0,0,1,1,1,1,1
20004111,1,2,2017-12-22,6,0,0,1,1,7,1,0
20004111,1,3,2017-12-23,0,0,0,1,1,0,1,1
20004111,1,4,2017-12-24,-9,-9,-9,-9,-9,-9,-9,-9
20004111,1,5,2017-12-25,-9,-9,-9,-9,-9,-9,-9,-9
20004111,1,6,2017-12-26,-9,-9,-9,-9,-9,-9,-9,-9
20004111,1,7,2017-12-27,-9,-9,-9,-9,-9,-9,-9,-9
20004206,1,2,2017-09-29,13,0,0,1,1,1,1,1
20004206,1,3,2017-09-30,11,0,0,1,1,1,0,1
20004206,1,4,2017-10-01,4,0,0,1,1,0,1,1
20004206,1,5,2017-10-02,5,0,0,1,1,0,1,1
20004206,1,6,2017-10-03,6,0,1,1,1,0,1,1
20004206,1,7,2017-10-04,-9,-9,-9,-9,-9,-9,-9,-9
20004206,2,2,2017-09-29,2,0,0,1,1,0,0,0
20004206,2,3,2017-09-30,1,0,0,-9,1,0,0,1
20004206,2,4,2017-10-01,3,0,1,1,1,0,0,1
20004206,2,5,2017-10-02,-9,-9,-9,-9,-9,-9,-9,-9
20004206,2,6,2017-10-03,-9,-9,-9,-9,-9,-9,-9,-9
20004206,2,7,2017-10-04,-9,-9,-9,-9,-9,-9,-9,-9
20004327,1,2,2017-09-30,9,0,0,1,1,0,1,1
20004327,1,3,2017-10-01,1,0,1,1,1,0,1,0
20004327,1,4,2017-10-02,-9,-9,-9,-9,-9,-9,-9,-9
20004327,1,5,2017-10-03,-9,-9,-9,-9,-9,-9,-9,-9
20004327,1,6,2017-10-04,-9,-9,-9,-9,-9,-9,-9,-9
20004327,1,7,2017-10-05,-9,-9,-9,-9,-9,-9,-9,-9
20004409,1,2,2017-10-30,4,0,0,1,1,0,1,1
20004409,1,3,2017-10-31,5,0,0,1,1,0,1,1
20004409,1,4,2017-11-01,2,0,0,1,1,0,1,1
20004409,1,5,2017-11-02,3,0,0,1,1,0,1,1
20004409,1,6,2017-11-03,2,0,0,1,1,0,1,1
20004409,1,7,2017-11-04,7,0,0,1,1,0,1,1
20005351,1,2,2017-11-02,3,0,1,1,1,0,1,0
20005351,1,3,2017-11-03,-9,-9,-9,-9,-9,-9,-9,-9
20005351,1,4,2017-11-04,-9,-9,-9,-9,-9,-9,-9,-9
20005351,1,5,2017-11-05,-9,-9,-9,-9,-9,-9,-9,-9
20005351,1,6,2017-11-06,-9,-9,-9,-9,-9,-9,-9,-9
20005351,1,7,2017-11-07,-9,-9,-9,-9,-9,-9,-9,-9
20006145,1,2,2017-11-30,6,1,1,1,1,1,0,1
20006145,1,3,2017-12-01,-9,-9,-9,-9,-9,-9,-9,-9
20006145,1,4,2017-12-02,-9,-9,-9,-9,-9,-9,-9,-9
20006145,1,5,2017-12-03,-9,-9,-9,-9,-9,-9,-9,-9
20006145,1,6,2017-12-04,-9,-9,-9,-9,-9,-9,-9,-9
20006145,1,7,2017-12-05,-9,-9,-9,-9,-9,-9,-9,-9
30000321,1,2,2018-03-09,10,0,1,1,1,1,0,0
30000321,1,3,2018-03-10,-9,-9,-9,-9,-9,-9,-9,-9
30000321,1,4,2018-03-11,-9,-9,-9,-9,-9,-9,-9,-9
30000321,1,5,2018-03-12,-9,-9,-9,-9,-9,-9,-9,-9
30000321,1,6,2018-03-13,-9,-9,-9,-9,-9,-9,-9,-9
30000321,1,7,2018-03-14,-9,-9,-9,-9,-9,-9,-9,-9
30000603,1,2,2018-03-10,0,0,0,1,1,0,1,1
30000603,1,3,2018-03-11,6,0,0,1,1,2,1,1
30000603,1,4,2018-03-12,0,0,0,-9,-9,0,1,1
30000603,1,5,2018-03-13,3,0,0,1,1,3,1,0
30000603,1,6,2018-03-14,-9,-9,-9,-9,-9,-9,-9,-9
30000603,1,7,2018-03-15,-9,-9,-9,-9,-9,-9,-9,-9
30001049,1,2,2018-03-16,7,1,0,1,1,3,0,1
30001049,1,3,2018-03-17,8,0,0,1,1,1,1,1
30001049,1,4,2018-03-18,6,0,0,1,1,1,1,1
30001049,1,5,2018-03-19,7,0,0,1,1,2,1,1
30001049,1,6,2018-03-20,11,0,0,1,1,3,1,1
30001049,1,7,2018-03-21,7,0,0,1,1,1,1,1
30001090,1,2,2018-03-10,8,0,0,1,1,3,0,0
30001090,1,3,2018-03-11,3,0,0,1,1,0,0,1
30001090,1,4,2018-03-12,4,0,0,1,1,3,1,0
30001090,1,5,2018-03-13,6,0,0,1,1,4,0,1
30001090,1,6,2018-03-14,3,0,1,1,1,2,1,0
30001090,1,7,2018-03-15,-9,-9,-9,-9,-9,-9,-9,-9
30001248,1,2,2018-04-10,4,0,0,1,1,0,1,1
30001248,1,3,2018-04-11,5,0,0,1,1,1,1,1
30001248,1,4,2018-04-12,2,0,1,1,1,1,1,1
30001248,1,5,2018-04-13,-9,-9,-9,-9,-9,-9,-9,-9
30001248,1,6,2018-04-14,-9,-9,-9,-9,-9,-9,-9,-9
30001248,1,7,2018-04-15,-9,-9,-9,-9,-9,-9,-9,-9
30001289,1,2,2018-03-10,8,0,0,1,1,0,1,1
30001289,1,3,2018-03-11,4,0,0,1,1,1,1,1
30001289,1,4,2018-03-12,-9,-9,-9,-9,-9,-9,-9,-9
30001289,1,5,2018-03-13,-9,-9,-9,-9,-9,-9,-9,-9
30001289,1,6,2018-03-14,-9,-9,-9,-9,-9,-9,-9,-9
30001289,1,7,2018-03-15,-9,-9,-9,-9,-9,-9,-9,-9
30001293,1,2,2018-03-21,2,0,0,1,1,1,1,1
30001293,1,3,2018-03-22,6,0,1,1,1,2,1,1
30001293,1,4,2018-03-23,-9,-9,-9,-9,-9,-9,-9,-9
30001293,1,5,2018-03-24,-9,-9,-9,-9,-9,-9,-9,-9
30001293,1,6,2018-03-25,-9,-9,-9,-9,-9,-9,-9,-9
30001293,1,7,2018-03-26,-9,-9,-9,-9,-9,-9,-9,-9
30001443,1,2,2018-04-07,1,0,0,-9,-9,0,1,0
30001443,1,3,2018-04-08,-9,-9,-9,-9,-9,-9,-9,-9
30001443,1,4,2018-04-09,-9,-9,-9,-9,-9,-9,-9,-9
30001443,1,5,2018-04-10,-9,-9,-9,-9,-9,-9,-9,-9
30001443,1,6,2018-04-11,-9,-9,-9,-9,-9,-9,-9,-9
30001443,1,7,2018-04-12,-9,-9,-9,-9,-9,-9,-9,-9
30002095,1,2,2018-03-23,3,0,0,1,1,3,1,0
30002095,1,3,2018-03-24,-9,-9,-9,-9,-9,-9,-9,-9
30002095,1,4,2018-03-25,2,0,0,1,1,0,0,0
30002095,1,5,2018-03-26,3,0,1,1,1,1,0,0
30002095,1,6,2018-03-27,-9,-9,-9,-9,-9,-9,-9,-9
30002095,1,7,2018-03-28,-9,-9,-9,-9,-9,-9,-9,-9
30002095,2,2,2018-03-23,4,0,0,1,1,1,1,0
30002095,2,3,2018-03-24,7,0,1,1,1,4,0,1
30002095,2,4,2018-03-25,-9,-9,-9,-9,-9,-9,-9,-9
30002095,2,5,2018-03-26,-9,-9,-9,-9,-9,-9,-9,-9
30002095,2,6,2018-03-27,-9,-9,-9,-9,-9,-9,-9,-9
30002095,2,7,2018-03-28,-9,-9,-9,-9,-9,-9,-9,-9
30002106,1,2,2018-03-28,4,0,1,1,1,1,1,1
30002106,1,3,2018-03-29,-9,-9,-9,-9,-9,-9,-9,-9
30002106,1,4,2018-03-30,-9,-9,-9,-9,-9,-9,-9,-9
30002106,1,5,2018-03-31,-9,-9,-9,-9,-9,-9,-9,-9
30002106,1,6,2018-04-01,-9,-9,-9,-9,-9,-9,-9,-9
30002106,1,7,2018-04-02,-9,-9,-9,-9,-9,-9,-9,-9
30002217,1,2,2018-03-20,4,0,0,1,1,0,1,1
30002217,1,3,2018-03-21,3,0,0,1,1,0,1,1
30002217,1,4,2018-03-22,3,0,0,1,1,0,1,1
30002217,1,5,2018-03-23,5,0,0,1,1,1,1,1
30002217,1,6,2018-03-24,3,0,1,1,1,1,1,1
30002217,1,7,2018-03-25,-9,-9,-9,-9,-9,-9,-9,-9
30002447,1,2,2018-03-28,2,0,0,1,1,1,1,1
30002447,1,3,2018-03-29,2,0,0,1,1,0,1,1
30002447,1,4,2018-03-30,3,0,0,1,1,0,1,1
30002447,1,5,2018-03-31,0,0,0,-9,1,0,1,1
30002447,1,6,2018-04-01,2,0,0,1,1,0,1,1
30002447,1,7,2018-04-02,2,0,0,1,1,0,1,1
30002518,1,2,2018-03-14,8,0,0,1,1,0,1,1
30002518,1,3,2018-03-15,6,0,0,1,1,0,1,1
30002518,1,4,2018-03-16,7,0,0,1,1,5,1,1
30002518,1,5,2018-03-17,-9,-9,-9,-9,-9,-9,-9,-9
30002518,1,6,2018-03-18,-9,-9,-9,-9,-9,-9,-9,-9
30002518,1,7,2018-03-19,-9,-9,-9,-9,-9,-9,-9,-9
30002518,2,2,2018-03-14,5,0,0,1,1,1,0,0
30002518,2,3,2018-03-15,8,0,0,1,1,2,0,0
30002518,2,4,2018-03-16,3,0,1,1,1,2,0,0
30002518,2,5,2018-03-17,-9,-9,-9,-9,-9,-9,-9,-9
30002518,2,6,2018-03-18,-9,-9,-9,-9,-9,-9,-9,-9
30002518,2,7,2018-03-19,-9,-9,-9,-9,-9,-9,-9,-9
30002699,1,2,2018-03-13,0,0,0,1,1,2,1,1
30002699,1,3,2018-03-14,0,0,0,-9,-9,0,1,1
30002699,1,4,2018-03-15,2,0,0,1,1,5,1,1
30002699,1,5,2018-03-16,0,0,1,1,1,3,1,1
30002699,1,6,2018-03-17,-9,-9,-9,-9,-9,-9,-9,-9
30002699,1,7,2018-03-18,-9,-9,-9,-9,-9,-9,-9,-9
30002699,2,2,2018-03-13,3,0,0,1,1,0,1,1
30002699,2,3,2018-03-14,1,0,1,1,1,0,1,0
30002699,2,4,2018-03-15,-9,-9,-9,-9,-9,-9,-9,-9
30002699,2,5,2018-03-16,-9,-9,-9,-9,-9,-9,-9,-9
30002699,2,6,2018-03-17,-9,-9,-9,-9,-9,-9,-9,-9
30002699,2,7,2018-03-18,-9,-9,-9,-9,-9,-9,-9,-9
30002714,1,2,2018-03-19,4,0,0,1,1,0,1,1
30002714,1,3,2018-03-20,3,0,0,1,1,0,1,1
30002714,1,4,2018-03-21,7,0,0,1,1,4,1,0
30002714,1,5,2018-03-22,3,0,0,1,1,2,0,1
30002714,1,6,2018-03-23,5,0,0,1,1,3,1,1
30002714,1,7,2018-03-24,3,0,0,1,1,2,1,1
30003336,1,2,2018-04-18,11,0,0,1,1,8,1,0
30003336,1,3,2018-04-19,-9,-9,-9,-9,-9,-9,-9,-9
30003336,1,4,2018-04-20,-9,-9,-9,-9,-9,-9,-9,-9
30003336,1,5,2018-04-21,-9,-9,-9,-9,-9,-9,-9,-9
30003336,1,6,2018-04-22,-9,-9,-9,-9,-9,-9,-9,-9
30003336,1,7,2018-04-23,-9,-9,-9,-9,-9,-9,-9,-9
30003463,1,2,2018-03-23,0,0,0,-9,-9,0,1,1
30003463,1,3,2018-03-24,3,0,0,1,1,1,1,1
30003463,1,4,2018-03-25,0,0,0,-9,-9,0,1,1
30003463,1,5,2018-03-26,2,0,0,1,1,0,1,1
30003463,1,6,2018-03-27,3,0,0,1,1,1,1,1
30003463,1,7,2018-03-28,-9,-9,-9,-9,-9,-9,-9,-9
30003614,1,2,2018-04-07,8,0,0,1,1,4,0,0
30003614,1,3,2018-04-08,2,0,0,1,1,0,0,1
30003614,1,4,2018-04-09,0,0,1,1,1,2,1,1
30003614,1,5,2018-04-10,-9,-9,-9,-9,-9,-9,-9,-9
30003614,1,6,2018-04-11,-9,-9,-9,-9,-9,-9,-9,-9
30003614,1,7,2018-04-12,-9,-9,-9,-9,-9,-9,-9,-9
30003632,1,2,2018-03-10,1,0,0,1,1,2,1,0
30003632,1,3,2018-03-11,0,0,0,-9,1,0,0,0
30003632,1,4,2018-03-12,2,0,0,1,1,1,0,1
30003632,1,5,2018-03-13,5,0,0,1,1,4,1,1
30003632,1,6,2018-03-14,8,0,0,1,1,4,1,1
30003632,1,7,2018-03-15,4,0,0,1,1,1,0,1
30003736,1,2,2018-03-15,3,0,1,1,1,0,1,1
30003736,1,3,2018-03-16,-9,-9,-9,-9,-9,-9,-9,-9
30003736,1,4,2018-03-17,-9,-9,-9,-9,-9,-9,-9,-9
30003736,1,5,2018-03-18,-9,-9,-9,-9,-9,-9,-9,-9
30003736,1,6,2018-03-19,-9,-9,-9,-9,-9,-9,-9,-9
30003736,1,7,2018-03-20,-9,-9,-9,-9,-9,-9,-9,-9
30003805,1,2,2018-03-13,4,1,0,1,1,2,0,1
30003805,1,3,2018-03-14,4,0,0,1,1,2,1,1
30003805,1,4,2018-03-15,4,0,0,1,1,1,1,1
30003805,1,5,2018-03-16,6,0,0,1,1,2,1,1
30003805,1,6,2018-03-17,15,0,0,1,1,2,1,0
30003805,1,7,2018-03-18,9,0,0,1,1,4,0,1
30003805,2,2,2018-03-13,1,1,1,-9,1,0,1,0
30003805,2,3,2018-03-14,-9,-9,-9,-9,-9,-9,-9,-9
30003805,2,4,2018-03-15,-9,-9,-9,-9,-9,-9,-9,-9
30003805,2,5,2018-03-16,-9,-9,-9,-9,-9,-9,-9,-9
30003805,2,6,2018-03-17,-9,-9,-9,-9,-9,-9,-9,-9
30003805,2,7,2018-03-18,-9,-9,-9,-9,-9,-9,-9,-9
30003980,1,2,2018-04-11,5,0,0,1,1,0,1,1
30003980,1,3,2018-04-12,7,0,0,1,1,0,1,1
30003980,1,4,2018-04-13,4,0,0,1,1,3,1,1
30003980,1,5,2018-04-14,5,0,0,1,1,2,1,1
30003980,1,6,2018-04-15,2,0,0,1,1,1,1,1
30003980,1,7,2018-04-16,8,0,0,1,1,3,1,1
30004239,1,2,2018-09-13,3,0,0,1,1,1,1,1
30004239,1,3,2018-09-14,6,0,0,1,1,4,1,1
30004239,1,4,2018-09-15,11,0,0,1,1,0,1,1
30004239,1,5,2018-09-16,5,0,0,1,1,1,1,0
30004239,1,6,2018-09-17,0,0,0,-9,-9,0,0,0
30004239,1,7,2018-09-18,13,0,0,1,1,2,0,1
30004407,2,2,2018-03-28,7,0,0,1,1,6,0,1
30004407,2,3,2018-03-29,0,0,1,-9,1,1,1,1
30004407,2,4,2018-03-30,-9,-9,-9,-9,-9,-9,-9,-9
30004407,2,5,2018-03-31,-9,-9,-9,-9,-9,-9,-9,-9
30004407,2,6,2018-04-01,-9,-9,-9,-9,-9,-9,-9,-9
30004407,2,7,2018-04-02,-9,-9,-9,-9,-9,-9,-9,-9
30004480,1,2,2018-03-07,7,0,0,1,1,4,1,1
30004480,1,3,2018-03-08,11,0,0,1,1,5,1,1
30004480,1,4,2018-03-09,14,0,0,1,1,5,1,0
30004480,1,5,2018-03-10,4,0,0,1,1,2,0,1
30004480,1,6,2018-03-11,8,0,0,1,1,1,1,1
30004480,1,7,2018-03-12,3,0,1,1,1,1,1,0
30004919,1,2,2018-03-10,2,0,0,1,1,1,1,1
30004919,1,3,2018-03-11,7,0,0,1,1,0,1,1
30004919,1,4,2018-03-12,8,0,0,1,1,0,1,1
30004919,1,5,2018-03-13,7,0,0,1,1,0,1,1
30004919,1,6,2018-03-14,4,0,0,1,1,4,1,1
30004919,1,7,2018-03-15,13,0,0,1,1,6,1,1
30005007,1,2,2018-04-11,2,0,0,1,1,2,1,1
30005007,1,3,2018-04-12,8,0,0,1,1,7,1,1
30005007,1,4,2018-04-13,1,0,1,1,1,7,1,0
30005007,1,5,2018-04-14,-9,-9,-9,-9,-9,-9,-9,-9
30005007,1,6,2018-04-15,-9,-9,-9,-9,-9,-9,-9,-9
30005007,1,7,2018-04-16,-9,-9,-9,-9,-9,-9,-9,-9
30005007,2,2,2018-04-11,0,0,0,-9,1,2,0,0
30005007,2,3,2018-04-12,4,0,0,1,1,2,0,1
30005007,2,4,2018-04-13,1,0,0,-9,1,4,1,0
30005007,2,5,2018-04-14,-9,-9,-9,-9,-9,-9,-9,-9
30005007,2,6,2018-04-15,-9,-9,-9,-9,-9,-9,-9,-9
30005007,2,7,2018-04-16,-9,-9,-9,-9,-9,-9,-9,-9
30005156,1,2,2018-04-05,13,0,1,1,1,7,1,0
30005156,1,3,2018-04-06,-9,-9,-9,-9,-9,-9,-9,-9
30005156,1,4,2018-04-07,-9,-9,-9,-9,-9,-9,-9,-9
30005156,1,5,2018-04-08,-9,-9,-9,-9,-9,-9,-9,-9
30005156,1,6,2018-04-09,-9,-9,-9,-9,-9,-9,-9,-9
30005156,1,7,2018-04-10,-9,-9,-9,-9,-9,-9,-9,-9
30005363,1,2,2018-03-15,13,0,1,1,1,1,1,1
30005363,1,3,2018-03-16,-9,-9,-9,-9,-9,-9,-9,-9
30005363,1,4,2018-03-17,-9,-9,-9,-9,-9,-9,-9,-9
30005363,1,5,2018-03-18,-9,-9,-9,-9,-9,-9,-9,-9
30005363,1,6,2018-03-19,-9,-9,-9,-9,-9,-9,-9,-9
30005363,1,7,2018-03-20,-9,-9,-9,-9,-9,-9,-9,-9
30005622,1,2,2018-03-13,4,0,0,1,1,0,0,1
30005622,1,3,2018-03-14,5,0,0,1,1,3,1,1
30005622,1,4,2018-03-15,2,0,0,1,1,0,1,1
30005622,1,5,2018-03-16,8,0,1,1,1,4,1,0
30005622,1,6,2018-03-17,-9,-9,-9,-9,-9,-9,-9,-9
30005622,1,7,2018-03-18,-9,-9,-9,-9,-9,-9,-9,-9
30005665,1,2,2018-03-09,6,0,0,1,1,1,1,1
30005665,1,3,2018-03-10,3,0,0,1,1,0,1,1
30005665,1,4,2018-03-11,6,0,0,1,1,0,1,1
30005665,1,5,2018-03-12,7,0,1,1,1,3,1,1
30005665,1,6,2018-03-13,-9,-9,-9,-9,-9,-9,-9,-9
30005665,1,7,2018-03-14,-9,-9,-9,-9,-9,-9,-9,-9
30005724,1,2,2018-03-14,3,0,1,1,1,4,1,0
30005724,1,3,2018-03-15,-9,-9,-9,-9,-9,-9,-9,-9
30005724,1,4,2018-03-16,-9,-9,-9,-9,-9,-9,-9,-9
30005724,1,5,2018-03-17,-9,-9,-9,-9,-9,-9,-9,-9
30005724,1,6,2018-03-18,-9,-9,-9,-9,-9,-9,-9,-9
30005724,1,7,2018-03-19,-9,-9,-9,-9,-9,-9,-9,-9
30005783,1,2,2018-03-27,2,0,1,1,1,0,1,0
30005783,1,3,2018-03-28,-9,-9,-9,-9,-9,-9,-9,-9
30005783,1,4,2018-03-29,-9,-9,-9,-9,-9,-9,-9,-9
30005783,1,5,2018-03-30,-9,-9,-9,-9,-9,-9,-9,-9
30005783,1,6,2018-03-31,-9,-9,-9,-9,-9,-9,-9,-9
30005783,1,7,2018-04-01,-9,-9,-9,-9,-9,-9,-9,-9
30005804,1,2,2018-03-09,2,0,0,1,1,0,1,1
30005804,1,3,2018-03-10,-9,-9,-9,-9,-9,-9,-9,-9
30005804,1,4,2018-03-11,-9,-9,-9,-9,-9,-9,-9,-9
30005804,1,5,2018-03-12,-9,-9,-9,-9,-9,-9,-9,-9
30005804,1,6,2018-03-13,-9,-9,-9,-9,-9,-9,-9,-9
30005804,1,7,2018-03-14,-9,-9,-9,-9,-9,-9,-9,-9
30005804,2,2,2018-03-09,3,0,0,1,1,0,1,1
30005804,2,3,2018-03-10,1,0,1,1,1,0,1,0
30005804,2,4,2018-03-11,-9,-9,-9,-9,-9,-9,-9,-9
30005804,2,5,2018-03-12,-9,-9,-9,-9,-9,-9,-9,-9
30005804,2,6,2018-03-13,-9,-9,-9,-9,-9,-9,-9,-9
30005804,2,7,2018-03-14,-9,-9,-9,-9,-9,-9,-9,-9
30005910,1,2,2018-03-28,4,0,0,1,1,2,1,1
30005910,1,3,2018-03-29,2,0,0,1,1,1,1,0
30005910,1,4,2018-03-30,-9,-9,-9,-9,-9,-9,-9,-9
30005910,1,5,2018-03-31,1,0,0,1,1,1,0,0
30005910,1,6,2018-04-01,12,0,0,1,1,6,0,0
30005910,1,7,2018-04-02,-9,-9,-9,-9,-9,-9,-9,-9
30005910,2,2,2018-03-28,8,0,0,1,1,0,1,0
30005910,2,3,2018-03-29,11,0,0,1,1,0,0,1
30005910,2,4,2018-03-30,9,0,0,1,1,0,1,1
30005910,2,5,2018-03-31,15,0,0,1,1,7,1,0
30005910,2,6,2018-04-01,5,0,0,1,1,1,0,0
30005910,2,7,2018-04-02,12,0,0,1,1,3,0,0
30005956,1,2,2018-03-23,4,0,0,1,1,2,1,1
30005956,1,3,2018-03-24,7,0,0,1,1,2,1,1
30005956,1,4,2018-03-25,9,0,0,1,1,1,1,1
30005956,1,5,2018-03-26,6,0,0,1,1,1,1,1
30005956,1,6,2018-03-27,8,0,0,1,1,3,1,1
30005956,1,7,2018-03-28,11,0,0,1,1,2,1,1
30006014,1,2,2018-03-10,2,0,0,1,1,0,0,1
30006014,1,3,2018-03-11,7,0,0,1,1,0,1,1
30006014,1,4,2018-03-12,4,0,0,1,1,3,1,1
30006014,1,5,2018-03-13,6,0,0,1,1,1,1,1
30006014,1,6,2018-03-14,5,0,0,1,1,0,1,1
30006014,1,7,2018-03-15,6,0,0,1,1,0,1,1
30006139,1,2,2018-03-06,19,0,0,1,1,6,0,0
30006139,1,3,2018-03-07,14,0,0,1,1,4,0,0
30006139,1,4,2018-03-08,12,0,0,1,1,5,0,0
30006139,1,5,2018-03-09,21,0,0,1,1,9,0,0
30006139,1,6,2018-03-10,13,0,0,1,1,3,0,0
30006139,1,7,2018-03-11,0,0,0,-9,1,0,1,1
30006178,1,2,2018-03-27,4,0,0,1,1,0,1,1
30006178,1,3,2018-03-28,5,0,0,1,1,1,1,1
30006178,1,4,2018-03-29,4,0,0,1,1,0,1,0
30006178,1,5,2018-03-30,4,0,1,1,1,0,0,1
30006178,1,6,2018-03-31,-9,-9,-9,-9,-9,-9,-9,-9
30006178,1,7,2018-04-01,-9,-9,-9,-9,-9,-9,-9,-9
30006190,1,2,2018-03-21,4,0,0,1,1,3,1,1
30006190,1,3,2018-03-22,5,0,0,1,1,0,1,1
30006190,1,4,2018-03-23,5,0,0,1,1,0,1,1
