sampno,perno,placeno,transitno,latitude,longitude,mode,agency_name,line_name,line_short_name,departure_stop_name,arrival_stop_name,imputed
20000300,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20000300,1,2,2,41.897683,-87.620054,BUS,Chicago Transit Authority,STREETERVILLE/TAYLOR,157,PEARSON & DEWITT,CLINTON & JACKSON,0
20000300,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20000300,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20000300,1,3,2,41.876999,-87.639435,BUS,Chicago Transit Authority,WATER TOWER EXPRESS,125,VAN BUREN & CANAL,MIES VAN DER ROHE & PEARSON,0
20000300,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20001025,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20001025,1,4,2,41.908417,-87.687042,BUS,Chicago Transit Authority,WESTERN,49,WESTERN & LE MOYNE,WESTERN & SUNNYSIDE,0
20001025,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20001025,1,5,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20001025,1,5,2,41.962953,-87.688862,BUS,Chicago Transit Authority,WESTERN,49,WESTERN & SUNNYSIDE,WESTERN & LE MOYNE,0
20001025,1,5,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20001516,1,4,1,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,1
20001516,1,4,2,42.040942,-87.886565,HEAVY_RAIL,Metra,UNION PACIFIC NORTHWEST,UP-NW,DES PLAINES,OGILVIE TRANSPORTATION CENTER,1
20001516,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
20001516,1,7,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20001516,1,7,2,41.882271,-87.640461,HEAVY_RAIL,Metra,UNION PACIFIC NORTHWEST,629,OGILVIE TRANSPORTATION CENTER,DES PLAINES,2
20001516,1,7,3,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,0
20002218,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002218,1,2,2,41.765278,-87.565833,HEAVY_RAIL,Metra,METRA ELECTRIC,ME,SOUTH SHORE,VAN BUREN ST.,0
20002218,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002218,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
20002218,1,3,2,41.877974,-87.629178,BUS,Chicago Transit Authority,STONY ISLAND,28,DEARBORN & JACKSON,STONY ISLAND & 75TH STREET,1
20002218,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
20002411,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002411,1,4,2,41.957577,-87.664262,BUS,Chicago Transit Authority,CLARK,22,CLARK & SOUTHPORT,CLARK & RANDOLPH,2
20002411,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002411,1,5,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002411,1,5,2,41.884708,-87.629387,BUS,Chicago Transit Authority,CLARK,22,DEARBORN & RANDOLPH,CLARK & BELLE PLAINE,0
20002411,1,5,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002535,1,2,1,-9,-9,TAXI / UBER / LYFT,-9,-9,-9,-9,-9,0
20002535,1,2,2,41.983551,-87.658904,SUBWAY,Chicago Transit Authority,RED LINE,RED,BRYN MAWR,MONROE/STATE,2
20002535,1,2,3,-9,-9,TAXI / UBER / LYFT,-9,-9,-9,-9,-9,0
20002535,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
20002535,1,3,2,41.879337,-87.627586,BUS,Chicago Transit Authority,OUTER DRIVE EXPRESS,147,STATE & ADAMS,SHERIDAN & CATALPA,1
20002535,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
20002650,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002650,1,2,2,41.92194,-87.696892,SUBWAY,Chicago Transit Authority,BLUE LINE,-9,CALIFORNIA,CUMBERLAND,0
20002650,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002650,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002650,1,3,2,41.984245,-87.838028,SUBWAY,Chicago Transit Authority,BLUE LINE,-9,CUMBERLAND,BELMONT,0
20002650,1,3,3,41.939095,-87.712563,BUS,Chicago Transit Authority,KIMBALL-HOMAN,82,BELMONT & KIMBALL,FULLERTON & KIMBALL,0
20002650,1,3,4,41.924543,-87.712269,BUS,Chicago Transit Authority,FULLERTON,74,FULLERTON & KIMBALL,FULLERTON & ROCKWELL,0
20002650,1,3,5,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002772,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002772,1,2,2,41.966045,-87.701645,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,FRANCISCO,WASHINGTON/WABASH,0
20002772,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002772,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
20002772,1,3,2,41.882457,-87.626194,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,WASHINGTON/WABASH,FRANCISCO,1
20002772,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
20002935,1,3,1,-9,-9,KISS AND RIDE,-9,-9,-9,-9,-9,0
20002935,1,3,2,42.074993,-87.805903,HEAVY_RAIL,Metra,MILWAUKEE NORTH,2102,GLENVIEW,UNION STATION,2
20002935,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,2
20002935,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20002935,1,4,2,41.877478,-87.639137,HEAVY_RAIL,Metra,MILWAUKEE NORTH,2145,UNION STATION,GLENVIEW,2
20002935,1,4,3,42.072826,-87.805516,BUS,PACE,LINCOLN AVENUE,210,GLENVIEW,EAST LAKE & GREENWOOD,2
20002935,1,4,4,-9,-9,KISS AND RIDE,-9,-9,-9,-9,-9,0
20003355,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20003355,1,2,2,41.992222,-88.183889,HEAVY_RAIL,Metra,MILWAUKEE WEST,MD-W,BARTLETT,ELGIN,0
20003355,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20003716,1,5,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20003716,1,5,2,41.562222,-87.668611,HEAVY_RAIL,Metra,METRA ELECTRIC,ME,HOME WOOD METRA,MILLENNIUM STATION,0
20003716,1,5,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20003716,1,6,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
20003716,1,6,2,41.884155,-87.623222,HEAVY_RAIL,Metra,METRA ELECTRIC,131,MILLENNIUM STATION,HOMEWOOD,2
20003716,1,6,3,-9,-9,WALKING,-9,-9,-9,-9,-9,2
20003738,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20003738,1,4,2,42.385121,-88.065404,HEAVY_RAIL,Metra,NORTH CENTRAL SERVICE,100,ROUND LAKE BEACH,BUFFALO GROVE,2
20003738,1,4,3,-9,-9,PRIVATE SHUTTLE OR SOMETHING ELSE,-9,-9,-9,-9,-9,0
20003738,1,7,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20003738,1,7,2,42.168589,-87.941285,HEAVY_RAIL,Metra,NORTH CENTRAL SERVICE,109,BUFFALO GROVE,ROUND LAKE BEACH,2
20003738,1,7,3,-9,-9,KISS AND RIDE,-9,-9,-9,-9,-9,0
20003738,3,2,1,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,0
20003738,3,2,2,41.953773,-87.65493,SUBWAY,Chicago Transit Authority,RED LINE,-9,SHERIDAN,FULLERTON,0
20003738,3,2,3,41.925053,-87.652863,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,FULLERTON,CHICAGO,0
20003738,3,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20004180,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
20004180,2,3,2,42.198056,-87.955833,HEAVY_RAIL,Metra,NORTH CENTRAL SERVICE,NCS,PRAIRIE VIEW,CHICAGO UNION STATION,1
20004180,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
20004180,2,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20004180,2,4,2,41.877478,-87.639137,HEAVY_RAIL,Metra,NORTH CENTRAL SERVICE,115,UNION STATION,PRAIRIE VIEW,2
20004180,2,4,3,-9,-9,KISS AND RIDE,-9,-9,-9,-9,-9,0
20004260,2,2,1,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,0
20004260,2,2,2,41.514444,-87.965278,HEAVY_RAIL,Metra,ROCK ISLAND,RI,NEW LENOX,35TH STREET / 'LOU' JONES,0
20004260,2,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20004260,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20004260,2,3,2,41.831366,-87.629442,HEAVY_RAIL,Metra,ROCK ISLAND,413,35TH ST.,NEW LENOX,2
20004260,2,3,3,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,0
20005351,2,3,1,-9,-9,KISS AND RIDE,-9,-9,-9,-9,-9,0
20005351,2,3,2,42.084167,-87.983611,HEAVY_RAIL,Metra,UNION PACIFIC NORTHWEST,UP-NW,ARLINGTON HEIGHTS,OGILVIE TRANSPORTATION CENTER,0
20005351,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20005351,2,10,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20005351,2,10,2,41.882271,-87.640461,HEAVY_RAIL,Metra,UNION PACIFIC NORTHWEST,651,OGILVIE TRANSPORTATION CENTER,ARLINGTON HEIGHTS,2
20005351,2,10,3,-9,-9,KISS AND RIDE,-9,-9,-9,-9,-9,0
20006145,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20006145,1,2,2,41.965481,-87.657928,SUBWAY,Chicago Transit Authority,PURPLE LINE,-9,WILSON,DAVIS,0
20006145,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20006145,1,7,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20006145,1,7,2,42.04771,-87.68354,SUBWAY,Chicago Transit Authority,PURPLE LINE,-9,DAVIS,WILSON,0
20006145,1,7,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20006145,1,8,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
20006145,1,8,2,41.969139,-87.658493,SUBWAY,Chicago Transit Authority,RED LINE,-9,LAWRENCE,LAKE,0
20006145,1,8,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000584,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000584,1,2,2,41.941209,-87.639594,BUS,Chicago Transit Authority,CLARENDON/LASALLE EXPRESS,135,INNER LAKE SHORE DR,LA SALLE & LAKE,2
30000584,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000584,1,6,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30000584,1,6,2,41.882145,-87.635193,BUS,Chicago Transit Authority,SEDGWICK,37,FRANKLIN & MADISON,SEDGWICK & ARMITAGE/LINCOLN,1
30000584,1,6,3,41.918373,-87.639359,BUS,Chicago Transit Authority,ARMITAGE,73,ARMITAGE & LINCOLN/SEDGWICK,RACINE & CLYBOURN/CORTLAND,1
30000584,1,6,4,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30000584,1,7,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000584,1,7,2,41.918217,-87.652641,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,ARMITAGE,BELMONT,0
30000584,1,7,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000598,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000598,1,2,2,41.823973,-87.606978,BUS,Chicago Transit Authority,COTTAGE GROVE,4,PERSHING & COTTAGE GROVE,51ST & COTTAGE GROVE,2
30000598,1,2,3,41.802257,-87.606398,BUS,Chicago Transit Authority,JEFFERY LOCAL,15,51ST & COTTAGE GROVE,US 12/20 / 95TH,2
30000598,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000598,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000598,1,3,2,41.722499,-87.575346,BUS,Chicago Transit Authority,JEFFERY LOCAL,15,US 12/20 / 95TH,100TH & TORRENCE,2
30000598,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000598,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000598,1,4,2,41.713476,-87.559743,BUS,Chicago Transit Authority,JEFFERY LOCAL,15,100TH & TORRENCE,51ST & COTTAGE GROVE,2
30000598,1,4,3,41.802257,-87.606398,BUS,Chicago Transit Authority,COTTAGE GROVE,4,51ST & COTTAGE GROVE,OAKWOOD & COTTAGE GROVE,2
30000598,1,4,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000598,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000598,2,2,2,41.826118,-87.608093,BUS,Chicago Transit Authority,COTTAGE GROVE,4,COTTAGE GROVE & 38TH STREET,COTTAGE GROVE & 93RD STREET,0
30000598,2,2,3,41.725456,-87.604683,BUS,Chicago Transit Authority,95TH,95,COTTAGE GROVE & 93RD STREET,WESTERN & 92ND PLACE,0
30000598,2,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000598,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000598,2,3,2,41.720984,-87.682054,BUS,Chicago Transit Authority,95TH,95,US 12/20 / 95TH & WESTERN,US 12/20 / 95TH & COTTAGE GROVE,2
30000598,2,3,3,41.722056,-87.604477,BUS,Chicago Transit Authority,KING DRIVE,3,US 12/20 / 95TH & COTTAGE GROVE,MARTIN LUTHER KING DR & PERSHING,2
30000598,2,3,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000603,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000603,1,3,2,41.878066,-87.639555,BUS,Chicago Transit Authority,SEDGWICK,37,CANAL & JACKSON,DIVISION & ORLEANS,2
30000603,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000926,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000926,1,2,2,41.867405,-87.626587,SUBWAY,Chicago Transit Authority,GREEN LINE,-9,ROOSEVELT,CLINTON,0
30000926,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000926,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000926,1,3,2,41.882694,-87.633781,SUBWAY,Chicago Transit Authority,PURPLE LINE,-9,WASHINGTON/WELLS,CHICAGO,0
30000926,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000926,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30000926,1,4,2,41.896715,-87.628256,SUBWAY,Chicago Transit Authority,RED LINE,RED,CHICAGO/STATE,ROOSEVELT/STATE,2
30000926,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001090,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001090,1,2,2,41.953773,-87.65493,SUBWAY,Chicago Transit Authority,RED LINE,-9,SHERIDAN,FULLERTON,0
30001090,1,2,3,41.925053,-87.652863,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,FULLERTON,QUINCY/WELLS,0
30001090,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001090,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001090,1,4,2,41.877478,-87.639137,HEAVY_RAIL,Metra,MILWAUKEE NORTH,2143,UNION STATION,GRAYSLAKE,2
30001090,1,4,3,-9,-9,KISS AND RIDE,-9,-9,-9,-9,-9,0
30001293,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001293,1,3,2,41.954185,-87.668915,BUS,Chicago Transit Authority,ASHLAND EXPRESS,X9,ASHLAND & IRVING PARK,SHERIDAN & IRVING PARK,0
30001293,1,3,3,41.953773,-87.65493,SUBWAY,Chicago Transit Authority,RED LINE,-9,SHERIDAN,LAKE,0
30001293,1,3,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001293,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001293,1,4,2,41.885792,-87.628015,SUBWAY,Chicago Transit Authority,BROWN LINE,BROWN,STATE/LAKE,IRVING PARK-RAVENSWOOD,2
30001293,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001333,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001333,1,2,2,41.938295,-87.790805,BUS,Chicago Transit Authority,BELMONT,77,BELMONT & NASHVILLE,BELMONT & HARLEM,0
30001333,1,2,3,41.938168,-87.806847,BUS,Chicago Transit Authority,HARLEM,90,HARLEM & BELMONT,HARLEM & WRIGHTWOOD,0
30001333,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001333,1,3,1,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,1
30001333,1,3,2,41.927036,-87.806236,BUS,Chicago Transit Authority,HARLEM,90,HARLEM & WRIGHTWOOD,HARLEM & BELMONT,1
30001333,1,3,3,41.937923,-87.806953,BUS,Chicago Transit Authority,BELMONT,77,BELMONT & HARLEM,BELMONT & NASHVILLE,1
30001333,1,3,4,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30001443,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001443,2,2,2,41.966164,-87.688499,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,WESTERN,MERCHANDISE MART,0
30001443,2,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001467,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001467,1,2,2,41.976348,-87.659856,BUS,Chicago Transit Authority,INNER DRIVE/MICHIGAN EXPR,146,US 41 / FOSTER & BROADWAY,ONTARIO & MICHIGAN,2
30001467,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001467,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001467,1,4,2,41.894798,-87.624107,BUS,Chicago Transit Authority,OUTER DRIVE EXPRESS,147,MICHIGAN & HURON,SHERIDAN & FOSTER,0
30001467,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001467,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001467,2,2,2,41.978037,-87.658755,SUBWAY,Chicago Transit Authority,RED LINE,RED,BERWYN,JACKSON/STATE,2
30001467,2,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001467,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001467,2,3,2,41.880794,-87.627795,SUBWAY,Chicago Transit Authority,RED LINE,RED,MONROE/STATE,BERWYN,2
30001467,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001542,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
30001542,1,3,2,41.878139,-87.635271,BUS,Chicago Transit Authority,SEDGWICK,37,FRANKLIN & JACKSON,ORLEANS & CHICAGO,2
30001542,1,3,3,41.896548,-87.637196,BUS,Chicago Transit Authority,CHICAGO,66,ORLEANS & CHICAGO,AUSTIN & CHICAGO,2
30001542,1,3,4,-9,-9,WALKING,-9,-9,-9,-9,-9,2
30001638,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001638,1,2,2,41.763893,-87.626578,BUS,Chicago Transit Authority,STATE,29,LAFAYETTE & 72ND STREET,95TH RED LINE STATION,0
30001638,1,2,3,41.722378,-87.624824,BUS,PACE,95TH STREET,381,95TH/DAN RYAN CTA STATION,95TH ST & WESTERN AVE,0
30001638,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001638,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001638,1,3,2,41.720984,-87.682054,BUS,Chicago Transit Authority,95TH,95,US 12/20 / 95TH & WESTERN,LAFAYETTE & US 12/20 / 95TH,2
30001638,1,3,3,41.722729,-87.624463,SUBWAY,Chicago Transit Authority,RED LINE,RED,95TH/DAN RYAN,69TH,2
30001638,1,3,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001638,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001638,2,2,2,41.763893,-87.626578,BUS,Chicago Transit Authority,STATE,29,LAFAYETTE & 72ND STREET,95TH RED LINE STATION,0
30001638,2,2,3,41.722378,-87.624824,BUS,PACE,95TH STREET,381,95TH/DAN RYAN CTA STATION,95TH ST & WESTERN AVE,0
30001638,2,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001638,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30001638,2,3,2,41.720984,-87.682054,BUS,Chicago Transit Authority,95TH,95,US 12/20 / 95TH & WESTERN,LAFAYETTE & US 12/20 / 95TH,2
30001638,2,3,3,41.722729,-87.624463,SUBWAY,Chicago Transit Authority,RED LINE,RED,95TH/DAN RYAN,69TH,2
30001638,2,3,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002090,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002090,1,2,2,41.965481,-87.657928,SUBWAY,Chicago Transit Authority,RED LINE,-9,WILSON,GRANVILLE,0
30002090,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002090,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002090,1,3,2,41.993664,-87.659203,SUBWAY,Chicago Transit Authority,RED LINE,-9,GRANVILLE,LOYOLA,0
30002090,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002090,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002090,1,4,2,42.001237,-87.661206,SUBWAY,Chicago Transit Authority,RED LINE,RED,LOYOLA,WILSON,2
30002090,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002518,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002518,1,2,2,41.939759,-87.653386,SUBWAY,Chicago Transit Authority,BROWN LINE,BROWN,BELMONT-NORTH MAIN,MERCHANDISE MART,2
30002518,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002518,1,7,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002518,1,7,2,41.885305,-87.627978,SUBWAY,Chicago Transit Authority,RED LINE,RED,LAKE/STATE,ADDISON-NORTH MAIN,2
30002518,1,7,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002518,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002518,2,2,2,41.896671,-87.628174,SUBWAY,Chicago Transit Authority,RED LINE,-9,CHICAGO,ADDISON,0
30002518,2,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002518,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002518,2,3,2,41.94743,-87.653625,SUBWAY,Chicago Transit Authority,RED LINE,-9,ADDISON,CHICAGO,0
30002518,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002526,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002526,1,2,2,41.961508,-87.670948,BUS,Chicago Transit Authority,MONTROSE,78,MONTROSE & PAULINA,WILSON & CLARENDON,0
30002526,1,2,3,41.965625,-87.650079,BUS,Chicago Transit Authority,CLARENDON MICHIGAN EXPRESS,148,CLARENDON & WILSON,MICHIGAN & ILLINOIS,0
30002526,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002526,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30002526,1,3,2,41.885738,-87.627838,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,STATE/LAKE,MONTROSE,0
30002526,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003336,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003336,1,2,2,41.780508,-87.605903,SUBWAY,Chicago Transit Authority,GREEN LINE,-9,COTTAGE GROVE,ADAMS/WABASH,0
30003336,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003336,1,5,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30003336,1,5,2,41.879505,-87.626038,SUBWAY,Chicago Transit Authority,GREEN LINE,-9,ADAMS/WABASH,COTTAGE GROVE,1
30003336,1,5,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30003632,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
30003632,1,2,2,41.896715,-87.628256,SUBWAY,Chicago Transit Authority,RED LINE,RED,CHICAGO/STATE,CERMAK-CHINATOWN,2
30003632,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003695,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003695,1,2,2,41.936325,-87.653314,SUBWAY,Chicago Transit Authority,PURPLE LINE,PURPLE,WELLINGTON,WASHINGTON/WELLS,2
30003695,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003695,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003695,2,2,2,41.939751,-87.653381,SUBWAY,Chicago Transit Authority,RED LINE,-9,BELMONT,CHICAGO,0
30003695,2,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003695,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003695,2,3,2,41.896715,-87.628256,SUBWAY,Chicago Transit Authority,RED LINE,RED,CHICAGO/STATE,BELMONT-NORTH MAIN,2
30003695,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003736,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003736,1,4,2,41.983809,-87.655164,BUS,Chicago Transit Authority,SHERIDAN,151,SHERIDAN & BRYN MAWR,SHERIDAN & WILSON,2
30003736,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003736,1,5,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003736,1,5,2,41.965462,-87.654825,BUS,Chicago Transit Authority,SHERIDAN,151,SHERIDAN & WILSON,SHERIDAN & BRYN MAWR,2
30003736,1,5,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
30003777,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30003777,1,2,2,41.916714,-87.635162,BUS,Chicago Transit Authority,CLARK,22,CLARK & WISCONSIN,CLARK & KINZIE,1
30003777,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30003777,1,5,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30003777,1,5,2,41.886317,-87.629398,BUS,Chicago Transit Authority,CLARK,22,DEARBORN & WACKER/LAKE,CLARK & WISCONSIN,1
30003777,1,5,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30003777,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30003777,2,2,2,41.916714,-87.635162,BUS,Chicago Transit Authority,CLARK,22,CLARK & WISCONSIN,CLARK & RANDOLPH,1
30003777,2,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30003777,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30003777,2,3,2,41.882063,-87.628971,BUS,Chicago Transit Authority,CLARK,22,DEARBORN & MADISON,CLARK & WISCONSIN,1
30003777,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
30003805,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
